1||2,0.8745088389723683
2||3,0.009788109116402932
3||4,4.020791796025547E-4
4||5,3.730335273071095E-4
5||6,5.753486385517981E-4
6||7,5.806622114518101E-4
7||8,6.13704739943044E-4
8||9,6.70275098482831E-4
9||10,5.286936609437687E-4
10||11,5.380404881711875E-4
11||12,4.468411661839866E-4
12||13,3.722521839011339E-4
13||14,6.447115233245704E-4
14||15,7.636611125326764E-4
15||16,5.204829616147766E-4
16||17,4.125102479058951E-4
17||18,3.926342789981607E-4
18||19,5.535726614698255E-4
19||20,5.15712764120102E-4
20||21,5.340082024071213E-4
21||22,6.439377788421963E-4
22||23,4.839532675658953E-4
23||24,6.282107599370201E-4
24||25,5.837569046546198E-4
25||26,2.959356419092174E-4
26||27,3.1393788497391384E-4
27||28,5.316517721186687E-4
28||29,5.526953877302843E-4
29||30,4.2329858228684625E-4
30||31,4.0696635158954386E-4
31||32,4.5879398410775263E-4
32||33,4.960217695729741E-4
33||34,6.866585687105298E-4
34||35,5.571447274511643E-4
35||36,4.114130883733358E-4
36||37,5.483702517505851E-4
37||38,5.51937180397255E-4
38||39,4.052090213747528E-4
39||40,6.542588071023481E-4
40||41,4.833465170741569E-4
41||42,4.991578513541262E-4
42||43,4.828492575202903E-4
43||44,5.749553390166362E-4
44||45,6.217219250336248E-4
45||46,3.9034226958500895E-4
46||47,4.7506995703705535E-4
47||48,6.809428864945621E-4
48||49,0.0010932541323649403
49||50,0.0010424071818885272
50||51,4.329557249322935E-4
51||52,4.7532763594659855E-4
52||53,8.356244005227609E-4
53||54,6.404075907472384E-4
54||55,4.043418907373475E-4
55||56,5.190090310905893E-4
56||57,5.50517838103115E-4
57||58,4.748227619830736E-4
58||59,5.686299240063031E-4
59||60,5.60397553067471E-4
60||61,4.668008576095284E-4
61||62,4.016583513948291E-4
62||63,3.536347618012803E-4
63||64,6.966980454651273E-4
64||65,4.401569930666538E-4
65||66,4.121600503350642E-4
66||67,5.281395681775436E-4
67||68,3.18898634044662E-4
68||69,7.037972673815673E-4
69||70,8.731198942073526E-4
70||71,4.996804075684258E-4
71||72,3.336532843030149E-4
72||73,3.006052308887064E-4
73||74,3.824453958199969E-4
74||75,5.252431458006024E-4
75||76,4.286038026962702E-4
76||77,2.6476851542089896E-4
77||78,4.4025609828091117E-4
78||79,5.184643032815073E-4
79||80,4.484107237547885E-4
80||81,3.895250952382634E-4
81||82,6.747768177232105E-4
